name,position_number,bank_number,active,parent_node,tree_number,title_rank,past_title_rank,paid_point,bonus_point,total_paid_point,total_bonus_point,binary_number_1,binary_number_3,binary_number_5,binary_number_7,riseup_binary_bonus,product_free_bonus,matching_bonus,car_bonus,house_bonus,sharing_bonus
Node_5306,1,1,True,Node_2651,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5307,5,1,True,Node_2652,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5308,5,0,True,Node_2652,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5309,5,2,True,Node_2653,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5310,7,0,True,Node_2653,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5311,5,0,True,Node_2654,5,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5312,1,0,True,Node_2654,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5313,7,0,True,Node_2655,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5314,1,1,True,Node_2655,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5315,5,0,True,Node_2656,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5316,5,2,True,Node_2656,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5317,7,0,True,Node_2657,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5318,1,0,True,Node_2657,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5319,5,1,True,Node_2658,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5320,1,0,True,Node_2658,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5321,3,0,True,Node_2659,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5322,7,0,True,Node_2659,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5323,5,0,True,Node_2660,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5324,5,0,True,Node_2660,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5325,3,2,True,Node_2661,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5326,1,2,True,Node_2661,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5327,5,2,True,Node_2662,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5328,5,0,True,Node_2662,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5329,1,0,True,Node_2663,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5330,3,2,True,Node_2663,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5331,1,2,True,Node_2664,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5332,7,0,True,Node_2664,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5333,3,0,True,Node_2665,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5334,5,0,True,Node_2665,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5335,3,0,True,Node_2666,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5336,5,2,True,Node_2666,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5337,3,0,True,Node_2667,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5338,1,0,True,Node_2667,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5339,5,2,True,Node_2668,3,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5340,1,0,True,Node_2668,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5341,3,2,True,Node_2669,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5342,3,0,True,Node_2669,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5343,3,0,True,Node_2670,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5344,7,0,True,Node_2670,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5345,7,2,True,Node_2671,3,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5346,3,1,True,Node_2671,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5347,1,0,True,Node_2672,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5348,5,0,True,Node_2672,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5349,5,2,True,Node_2673,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5350,5,0,True,Node_2673,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5351,5,0,True,Node_2674,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5352,3,0,True,Node_2674,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5353,3,0,True,Node_2675,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5354,3,0,True,Node_2675,1,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5355,7,0,True,Node_2676,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5356,1,0,True,Node_2676,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5357,5,0,True,Node_2677,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5358,5,0,True,Node_2677,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5359,3,0,True,Node_2678,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5360,5,0,True,Node_2678,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5361,3,0,True,Node_2679,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5362,5,0,True,Node_2679,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5363,7,0,True,Node_2680,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5364,5,0,True,Node_2680,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5365,5,1,True,Node_2681,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5366,1,1,True,Node_2681,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5367,5,2,True,Node_2682,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5368,5,0,True,Node_2682,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5369,7,2,True,Node_2683,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5370,7,1,True,Node_2683,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5371,3,1,True,Node_2684,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5372,7,0,True,Node_2684,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5373,1,0,True,Node_2685,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5374,1,0,True,Node_2685,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5375,3,0,True,Node_2686,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5376,5,0,True,Node_2686,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5377,3,0,True,Node_2687,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5378,5,0,True,Node_2687,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5379,3,0,True,Node_2688,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5380,5,0,True,Node_2688,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5381,5,0,True,Node_2689,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5382,1,0,True,Node_2689,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5383,5,0,True,Node_2690,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5384,1,0,True,Node_2690,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5385,1,0,True,Node_2691,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5386,1,0,True,Node_2691,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5387,7,0,True,Node_2692,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5388,5,0,True,Node_2692,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5389,1,0,True,Node_2693,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5390,7,0,True,Node_2693,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5391,5,0,True,Node_2694,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5392,3,0,True,Node_2694,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5393,3,0,True,Node_2695,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5394,7,0,True,Node_2695,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5395,1,0,True,Node_2696,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5396,3,0,True,Node_2696,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5397,7,0,True,Node_2697,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5398,5,0,True,Node_2697,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5399,5,0,True,Node_2698,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5400,5,0,True,Node_2698,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5401,3,0,True,Node_2699,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5402,7,0,True,Node_2699,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5403,1,0,True,Node_2700,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5404,1,0,True,Node_2700,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5405,1,0,True,Node_2701,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5406,1,0,True,Node_2701,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5407,5,0,True,Node_2702,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5408,1,0,True,Node_2702,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5409,3,0,True,Node_2703,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5410,7,0,True,Node_2703,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5411,3,0,True,Node_2704,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5412,1,0,True,Node_2704,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5413,1,0,True,Node_2705,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5414,1,0,True,Node_2705,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5415,1,0,True,Node_2706,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5416,1,0,True,Node_2706,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5417,7,0,True,Node_2707,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5418,1,0,True,Node_2707,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5419,3,0,True,Node_2708,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5420,5,0,True,Node_2708,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5421,7,0,True,Node_2709,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5422,5,0,True,Node_2709,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5423,7,0,True,Node_2710,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5424,1,0,True,Node_2710,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5425,7,0,True,Node_2711,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5426,5,0,True,Node_2711,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5427,7,0,True,Node_2712,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5428,3,0,True,Node_2712,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5429,3,0,True,Node_2713,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5430,1,0,True,Node_2713,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5431,7,0,True,Node_2714,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5432,5,0,True,Node_2714,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5433,7,0,True,Node_2715,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5434,1,0,True,Node_2715,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5435,5,0,True,Node_2716,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5436,7,0,True,Node_2716,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5437,7,0,True,Node_2717,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5438,5,0,True,Node_2717,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5439,7,0,True,Node_2718,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5440,5,0,True,Node_2718,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5441,7,0,True,Node_2719,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5442,7,0,True,Node_2719,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5443,3,0,True,Node_2720,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5444,5,0,True,Node_2720,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5445,5,0,True,Node_2721,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5446,5,0,True,Node_2721,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5447,7,0,True,Node_2722,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5448,7,0,True,Node_2722,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5449,7,0,True,Node_2723,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5450,3,0,True,Node_2723,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5451,3,0,True,Node_2724,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5452,5,0,True,Node_2724,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5453,1,0,True,Node_2725,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5454,1,0,True,Node_2725,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5455,3,0,True,Node_2726,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5456,5,0,True,Node_2726,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5457,1,0,True,Node_2727,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5458,7,0,True,Node_2727,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5459,1,0,True,Node_2728,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5460,1,0,True,Node_2728,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5461,1,0,True,Node_2729,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5462,1,0,True,Node_2729,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5463,7,0,True,Node_2730,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5464,1,0,True,Node_2730,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5465,1,0,True,Node_2731,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5466,7,0,True,Node_2731,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5467,5,0,True,Node_2732,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5468,3,0,True,Node_2732,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5469,1,0,True,Node_2733,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5470,3,0,True,Node_2733,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5471,7,0,True,Node_2734,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5472,1,0,True,Node_2734,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5473,5,0,True,Node_2735,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5474,1,0,True,Node_2735,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5475,3,0,True,Node_2736,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5476,3,0,True,Node_2736,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5477,1,0,True,Node_2737,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5478,7,0,True,Node_2737,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5479,1,0,True,Node_2738,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5480,1,0,True,Node_2738,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5481,7,0,True,Node_2739,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5482,1,0,True,Node_2739,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5483,5,0,True,Node_2740,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5484,1,0,True,Node_2740,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5485,7,0,True,Node_2741,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5486,3,0,True,Node_2741,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5487,5,0,True,Node_2742,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5488,5,0,True,Node_2742,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5489,1,0,True,Node_2743,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5490,5,0,True,Node_2743,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5491,3,0,True,Node_2744,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5492,5,0,True,Node_2744,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5493,1,0,True,Node_2745,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5494,5,0,True,Node_2745,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5495,7,0,True,Node_2746,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5496,3,0,True,Node_2746,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5497,5,0,True,Node_2747,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5498,1,0,True,Node_2747,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5499,7,0,True,Node_2748,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5500,7,0,True,Node_2748,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5501,5,0,True,Node_2749,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5502,1,0,True,Node_2749,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5503,7,0,True,Node_2750,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5504,7,0,True,Node_2750,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5505,7,0,True,Node_2751,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5506,3,0,True,Node_2751,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5507,1,0,True,Node_2752,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5508,7,0,True,Node_2752,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5509,1,1,True,Node_2753,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5510,3,1,True,Node_2753,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5511,1,2,True,Node_2754,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5512,3,2,True,Node_2754,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5513,1,0,True,Node_2755,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5514,5,0,True,Node_2755,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5515,5,0,True,Node_2756,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5516,7,1,True,Node_2756,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5517,1,2,True,Node_2757,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5518,5,2,True,Node_2757,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5519,7,0,True,Node_2758,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5520,5,2,True,Node_2758,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5521,7,0,True,Node_2759,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5522,7,0,True,Node_2759,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5523,5,0,True,Node_2760,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5524,7,0,True,Node_2760,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5525,3,1,True,Node_2761,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5526,5,2,True,Node_2761,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5527,3,0,True,Node_2762,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5528,1,0,True,Node_2762,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5529,3,0,True,Node_2763,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5530,5,2,True,Node_2763,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5531,5,0,True,Node_2764,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5532,5,0,True,Node_2764,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5533,3,0,True,Node_2765,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5534,1,2,True,Node_2765,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5535,1,2,True,Node_2766,5,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_5536,5,1,True,Node_2766,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5537,1,0,True,Node_2767,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5538,1,2,True,Node_2767,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5539,3,1,True,Node_2768,6,0,0,20790,0,20790,0,2,0,0,0,0,0,0,0,0,0
Node_5540,5,2,True,Node_2768,3,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5541,1,0,True,Node_2769,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5542,5,0,True,Node_2769,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5543,3,0,True,Node_2770,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5544,5,0,True,Node_2770,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5545,1,2,True,Node_2771,4,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5546,1,0,True,Node_2771,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5547,5,0,True,Node_2772,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5548,5,0,True,Node_2772,7,0,0,20790,13000,20790,13000,4,0,0,0,3000,10000,0,0,0,0
Node_5549,5,0,True,Node_2773,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5550,3,0,True,Node_2773,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5551,1,0,True,Node_2774,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5552,7,0,True,Node_2774,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5553,5,0,True,Node_2775,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5554,7,0,True,Node_2775,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
Node_5555,1,0,True,Node_2776,0,0,0,20790,0,20790,0,-2,0,0,0,0,0,0,0,0,0
